Tagged
"ain-diadhaidh<Aq-s>, , ain-diadhaidhe<Apc>, , , , ain-diadhaidh<Aq-p>, , ain-diadhaidh<Aq-smg>, , ain-diadhaidhe<Aq-sfg>, , ain-diadhaidh<Aq-sfd>, , , "
"ain-dligheach<Aq-s>, an-dligheach<Aq-s>, , ain-dlighiche<Apc>, an-dlighiche<Apc>, , , , ain-dligheach<Aq-p>, an-dligheach<Aq-p>, , ain-dlighich<Aq-smg>, an-dlighich<Aq-smg>, , ain-dlighiche<Aq-sfg>, an-dlighiche<Aq-sfg>, , ain-dlighich<Aq-sfd>, an-dlighich<Aq-sfd>, , , "
"ain-rèidh<Aq-s>, ain-réidh<Aq-s>, , ain-rèidhe<Apc>, ain-réidhe<Apc>, , , , ain-rèidh<Aq-p>, ain-réidh<Aq-p>, , ain-rèidh<Aq-smg>, ain-réidh<Aq-smg>, , ain-rèidhe<Aq-sfg>, ain-réidhe<Aq-sfg>, , ain-rèidh<Aq-sfd>, ain-réidh<Aq-sfd>, , , "
"ain-teasach<Aq-s>, , ain-teasaiche<Apc>, , , , ain-teasach<Aq-p>, , ain-teasaich<Aq-smg>, , ain-teasaiche<Aq-sfg>, , ain-teasaich<Aq-sfd>, , , "
"ainbhiosach<Aq-s>, ainfhiosach<Aq-s>, , ainbhiosaiche<Apc>, ainfhiosaiche<Apc>, , , , ainbhiosach<Aq-p>, ainfhiosach<Aq-p>, , ainbhiosaich<Aq-smg>, ainfhiosaich<Aq-smg>, , ainbhiosaiche<Aq-sfg>, ainfhiosaiche<Aq-sfg>, , ainbhiosaich<Aq-sfd>, ainfhiosaich<Aq-sfd>, , , "
"an-fhiosrach<Aq-s>, ain-fhiosrach<Aq-s>, ainfhiosrach<Aq-s>, ainbhiosrach<Aq-s>, , an-fhiosraiche<Apc>, ain-fhiosraiche<Apc>, ainfhiosraiche<Apc>, ainbhiosraiche<Apc>, , , , an-fhiosrach<Aq-p>, ain-fhiosrach<Aq-p>, ainfhiosrach<Aq-p>, ainbhiosrach<Aq-p>, , an-fhiosraich<Aq-smg>, ain-fhiosraich<Aq-smg>, ainfhiosraich<Aq-smg>, ainbhiosraich<Aq-smg>, , an-fhiosraiche<Aq-sfg>, ain-fhiosraiche<Aq-sfg>, ainfhiosraiche<Aq-sfg>, ainbhiosraiche<Aq-sfg>, , an-fhiosrach<Aq-sfd>, ain-fhiosrach<Aq-sfd>, ainfhiosrach<Aq-sfd>, ainbhiosrach<Aq-sfd>, , , "
"ainbhitheach<Aq-s>, ainbhtheach<Aq-s>, , ainbhithiche<Apc>, ainbhthiche<Apc>, , , , ainbhitheach<Aq-p>, ainbhtheach<Aq-p>, , ainbhithich<Aq-smg>, ainbhthich<Aq-smg>, , ainbhithiche<Aq-sfg>, ainbhthiche<Aq-sfg>, , ainbhithich<Aq-sfd>, ainbhthich<Aq-sfd>, , , "
"ainbith<Aq-s>, ainbi<Aq-s>, , ainbithe<Apc>, , , , ainbith<Aq-p>, ainbi<Aq-p>, , ainbith<Aq-smg>, ainbi<Aq-smg>, , ainbithe<Aq-sfg>, , ainbith<Aq-sfd>, ainbi<Aq-sfd>, , , "
"aincheardach<Aq-s>, ain-cheàrdach<Aq-s>, , aincheardaiche<Apc>, ain-cheàrdaiche<Apc>, , , , aincheardach<Aq-p>, ain-cheàrdach<Aq-p>, , aincheardaich<Aq-smg>, ain-cheàrdaich<Aq-smg>, , aincheardaiche<Aq-sfg>, ain-cheàrdaiche<Aq-sfg>, , aincheardaich<Aq-sfd>, ain-cheàrdaich<Aq-sfd>, , , "
"Aindeach<Aq-s>, , Aindiche<Apc>, , , , Aindeach<Aq-p>, , Aindich<Aq-smg>, , Aindiche<Aq-sfg>, , Aindich<Aq-sfd>, , , "
"aindeas<Aq-s>, , aindeise<Apc>, , , , aindeas<Aq-p>, , aindeis<Aq-smg>, , aindeise<Aq-sfg>, , aindeis<Aq-sfd>, , , "
"aindeonach<Aq-s>, ain-deònach<Aq-s>, , aindeonaiche<Apc>, ain-deònaiche<Apc>, , , , aindeonach<Aq-p>, ain-deònach<Aq-p>, , aindeonaich<Aq-smg>, ain-deònaich<Aq-smg>, , aindeonaiche<Aq-sfg>, ain-deònaiche<Aq-sfg>, , aindeonaich<Aq-sfd>, ain-deònaich<Aq-sfd>, , , "
"aineadach<Aq-s>, , aineadaiche<Apc>, , , , aineadach<Aq-p>, , aineadaich<Aq-smg>, , aineadaiche<Aq-sfg>, , aineadaich<Aq-sfd>, , , "
"aineasgair<Aq-s>, an-sheasgair<Aq-s>, ain-sheasgair<Aq-s>, ainsheasgair<Aq-s>, , aineasgaire<Apc>, an-sheasgaire<Apc>, ain-sheasgaire<Apc>, ainsheasgaire<Apc>, , , , aineasgair<Aq-p>, an-sheasgair<Aq-p>, ain-sheasgair<Aq-p>, , aineasgair<Aq-smg>, an-sheasgair<Aq-smg>, ain-sheasgair<Aq-smg>, , aineasgaire<Aq-sfg>, an-sheasgaire<Aq-sfg>, ain-sheasgaire<Aq-sfg>, , aineasgair<Aq-sfd>, an-sheasgair<Aq-sfd>, ain-sheasgair<Aq-sfd>, , , "
"aineolach<Aq-s>, ain-eolach<Aq-s>, , aineolaiche<Apc>, ain-eolaiche<Apc>, , , , aineolach<Aq-p>, ain-eolach<Aq-p>, , aineolaich<Aq-smg>, ain-eolaich<Aq-smg>, , aineolaiche<Aq-sfg>, ain-eolaiche<Aq-sfg>, , aineolaich<Aq-sfd>, ain-eolaich<Aq-sfd>, , , "
"aingeach<Aq-s>, , aingiche<Apc>, , , , aingeach<Aq-p>, , aingich<Aq-smg>, , aingiche<Aq-sfg>, , aingich<Aq-sfd>, , , "
"aingealach<Aq-s>, , aingealaiche<Apc>, , , , aingealach<Aq-p>, , aingealaich<Aq-smg>, , aingealaiche<Aq-sfg>, , aingealaich<Aq-sfd>, , , "
"aingealach<Aq-s>, eanglach<Aq-s>, eangalach<Aq-s>, , aingealaiche<Apc>, eanglaiche<Apc>, eangalaiche<Apc>, , , , aingealach<Aq-p>, eanglach<Aq-p>, eangalach<Aq-p>, , aingealaich<Aq-smg>, eanglaich<Aq-smg>, eangalaich<Aq-smg>, , aingealaiche<Aq-sfg>, eanglaiche<Aq-sfg>, eangalaiche<Aq-sfg>, , aingealaich<Aq-sfd>, eanglaich<Aq-sfd>, eangalaich<Aq-sfd>, , , "
"aingheanach<Aq-s>, , aingheanaiche<Apc>, , , , aingheanach<Aq-p>, , aingheanaich<Aq-smg>, , aingheanaiche<Aq-sfg>, , aingheanaich<Aq-sfd>, , , "
"aingidh<Aq-s>, , aingidhe<Apc>, , , , aingidh<Aq-p>, , aingidh<Aq-smg>, , aingidhe<Aq-sfg>, , aingidh<Aq-sfd>, , , "
"aingidheach<Aq-s>, , aingidhiche<Apc>, , , , aingidheach<Aq-p>, , aingidhich<Aq-smg>, , aingidhiche<Aq-sfg>, , aingidhich<Aq-sfd>, , , "
"aingleach<Aq-s>, , aingliche<Apc>, , , , aingleach<Aq-p>, , ainglich<Aq-smg>, , aingliche<Aq-sfg>, , ainglich<Aq-sfd>, , , "
"ainglidh<Aq-s>, , ainglidhe<Apc>, , , , ainglidh<Aq-p>, , ainglidh<Aq-smg>, , ainglidhe<Aq-sfg>, , ainglidh<Aq-sfd>, , , "
"ainglidheach<Aq-s>, , ainglidhiche<Apc>, , , , ainglidheach<Aq-p>, , ainglidhich<Aq-smg>, , ainglidhiche<Aq-sfg>, , ainglidhich<Aq-sfd>, , , "
"ainid<Aq-s>, , ainide<Apc>, , , , ainid<Aq-p>, , ainid<Aq-smg>, , ainide<Aq-sfg>, , ainid<Aq-sfd>, , , "
"ainigidh<Aq-s>, , ainigidhe<Apc>, , , , ainigidh<Aq-p>, , ainigidh<Aq-smg>, , ainigidhe<Aq-sfg>, , ainigidh<Aq-sfd>, , , "
"ainmeach<Aq-s>, , ainmiche<Apc>, , , , ainmeach<Aq-p>, , ainmich<Aq-smg>, , ainmiche<Aq-sfg>, , ainmich<Aq-sfd>, , , "
"ainmeachail<Aq-s>, , ainmeachaile<Apc>, , , , ainmeachail<Aq-p>, , ainmeachail<Aq-smg>, , ainmeachaile<Aq-sfg>, , ainmeachail<Aq-sfd>, , , "
"ainmeanach<Aq-s>, , ainmeanaiche<Apc>, , , , ainmeanach<Aq-p>, , ainmeanaich<Aq-smg>, , ainmeanaiche<Aq-sfg>, , ainmeanaich<Aq-sfd>, , , "
"ainmearach<Aq-s>, , ainmearaiche<Apc>, , , , ainmearach<Aq-p>, , ainmearaich<Aq-smg>, , ainmearaiche<Aq-sfg>, , ainmearaich<Aq-sfd>, , , "
"ainmeil<Aq-s>, , ainmeile<Apc>, ainmeala<Apc>, , , , ainmeil<Aq-p>, , ainmeil<Aq-smg>, , ainmeile<Aq-sfg>, , ainmeil<Aq-sfd>, , , "
"ainmeineach<Aq-s>, ain-mèineach<Aq-s>, anmainneach<Aq-s>, anmaineach<Aq-s>, anmuinneach<Aq-s>, anmeinneach<Aq-s>, ainminneach<Aq-s>, ainmineach<Aq-s>, , ainmeiniche<Apc>, ain-mèiniche<Apc>, anmainniche<Apc>, anmainiche<Apc>, anmuinniche<Apc>, anmeinniche<Apc>, ainminniche<Apc>, ainminiche<Apc>, , , , ainmeineach<Aq-p>, ain-mèineach<Aq-p>, anmainneach<Aq-p>, anmaineach<Aq-p>, anmuinneach<Aq-p>, anmeinneach<Aq-p>, ainminneach<Aq-p>, ainmineach<Aq-p>, , ainmeinich<Aq-smg>, ain-mèinich<Aq-smg>, anmainnich<Aq-smg>, anmainich<Aq-smg>, anmuinnich<Aq-smg>, anmeinnich<Aq-smg>, ainminnich<Aq-smg>, ainminich<Aq-smg>, , ainmeiniche<Aq-sfg>, ain-mèiniche<Aq-sfg>, anmainniche<Aq-sfg>, anmainiche<Aq-sfg>, anmuinniche<Aq-sfg>, anmeinniche<Aq-sfg>, ainminniche<Aq-sfg>, ainminiche<Aq-sfg>, , ainmeinich<Aq-sfd>, ain-mèinich<Aq-sfd>, anmainnich<Aq-sfd>, anmainich<Aq-sfd>, anmuinnich<Aq-sfd>, anmeinnich<Aq-sfd>, ainminnich<Aq-sfd>, ainminich<Aq-sfd>, , , "
"ainmheil<Aq-s>, , ainmheile<Apc>, , , , ainmheil<Aq-p>, , ainmheil<Aq-smg>, , ainmheile<Aq-sfg>, , ainmheil<Aq-sfd>, , , "
"ainmhidheach<Aq-s>, , ainmhidhiche<Apc>, , , , ainmhidheach<Aq-p>, , ainmhidhich<Aq-smg>, , ainmhidhiche<Aq-sfg>, , ainmhidhich<Aq-sfd>, , , "
"ainmichte<Aq-s>, , ainmichte<Apc>, , , , ainmichte<Aq-p>, , ainmichte<Aq-smg>, , ainmichte<Aq-sfg>, , ainmichte<Aq-sfd>, , , "
"ainmig<Aq-s>, ainmic<Aq-s>, , ainmige<Apc>, ainmice<Apc>, , , , ainmig<Aq-p>, ainmic<Aq-p>, , ainmig<Aq-smg>, ainmic<Aq-smg>, , ainmige<Aq-sfg>, ainmice<Aq-sfg>, , ainmig<Aq-sfd>, ainmic<Aq-sfd>, , , "
"ainmneach<Aq-s>, , ainmniche<Apc>, , , , ainmneach<Aq-p>, , ainmnich<Aq-smg>, , ainmniche<Aq-sfg>, , ainmnich<Aq-sfd>, , , "
"ainmnig<Aq-s>, ainmnic<Aq-s>, ainminig<Aq-s>, , ainmnige<Apc>, ainmnice<Apc>, ainminige<Apc>, , , , ainmnig<Aq-p>, ainmnic<Aq-p>, ainminig<Aq-p>, , ainmnig<Aq-smg>, ainmnic<Aq-smg>, ainminig<Aq-smg>, , ainmnige<Aq-sfg>, ainmnice<Aq-sfg>, ainminige<Aq-sfg>, , ainmnig<Aq-sfd>, ainmnic<Aq-sfd>, ainminig<Aq-sfd>, , , "
"ainneamh<Aq-s>, , ainneimhe<Apc>, , , , ainneamh<Aq-p>, , ainneimh<Aq-smg>, , ainneimhe<Aq-sfg>, , ainneimh<Aq-sfd>, , , "
"ainneamhach<Aq-s>, , ainneamhaiche<Apc>, , , , ainneamhach<Aq-p>, , ainneamhaich<Aq-smg>, , ainneamhaiche<Aq-sfg>, , ainneamhaich<Aq-sfd>, , , "
"ainneartach<Aq-s>, , ainneartaiche<Apc>, , , , ainneartach<Aq-p>, , ainneartaich<Aq-smg>, , ainneartaiche<Aq-sfg>, , ainneartaich<Aq-sfd>, , , "
"ainnis<Aq-s>, , ainnise<Apc>, , , , ainnis<Aq-p>, , ainnis<Aq-smg>, , ainnise<Aq-sfg>, , ainnis<Aq-sfd>, , , "
"ainniseach<Aq-s>, , ainnisiche<Apc>, , , , ainniseach<Aq-p>, , ainnisich<Aq-smg>, , ainnisiche<Aq-sfg>, , ainnisich<Aq-sfd>, , , "
"ainnisidh<Aq-s>, , ainnisidhe<Apc>, , , , ainnisidh<Aq-p>, , ainnisidh<Aq-smg>, , ainnisidhe<Aq-sfg>, , ainnisidh<Aq-sfd>, , , "
"ainteasach<Aq-s>, aineasach<Aq-s>, , ainteasaiche<Apc>, aineasaiche<Apc>, , , , ainteasach<Aq-p>, aineasach<Aq-p>, , ainteasaich<Aq-smg>, aineasaich<Aq-smg>, , ainteasaiche<Aq-sfg>, aineasaiche<Aq-sfg>, , ainteasaich<Aq-sfd>, aineasaich<Aq-sfd>, , , "
"aintighearnach<Aq-s>, , aintighearnaiche<Apc>, , , , aintighearnach<Aq-p>, , aintighearnaich<Aq-smg>, , aintighearnaiche<Aq-sfg>, , aintighearnaich<Aq-sfd>, , , "
"aintighearnail<Aq-s>, , aintighearnaile<Apc>, , , , aintighearnail<Aq-p>, , aintighearnail<Aq-smg>, , aintighearnaile<Aq-sfg>, , aintighearnail<Aq-sfd>, , , "
"Aintìogach<Aq-s>, , Aintìogaiche<Apc>, , , , Aintìogach<Aq-p>, , Aintìogaich<Aq-smg>, , Aintìogaiche<Aq-sfg>, , Aintìogaich<Aq-sfd>, , , "
"air-làmhach<Aq-s>, , air-làmhaiche<Apc>, , , , air-làmhach<Aq-p>, , air-làmhaich<Aq-smg>, , air-làmhaiche<Aq-sfg>, , air-làmhaich<Aq-sfd>, , , "
"airceil<Aq-s>, , airceile<Apc>, , , , airceil<Aq-p>, , airceil<Aq-smg>, , airceile<Aq-sfg>, , airceil<Aq-sfd>, , , "
"àirdeach<Aq-s>, , àirdiche<Apc>, , , , àirdeach<Aq-p>, , àirdich<Aq-smg>, , àirdiche<Aq-sfg>, , àirdich<Aq-sfd>, , , "
"àirdeil<Aq-s>, , àirdeile<Apc>, , , , àirdeil<Aq-p>, , àirdeil<Aq-smg>, , àirdeile<Aq-sfg>, , àirdeil<Aq-sfd>, , , "
"aire-tharraingeach<Aq-s>, , aire-tharraingiche<Apc>, , , , aire-tharraingeach<Aq-p>, , aire-tharraingich<Aq-smg>, , aire-tharraingiche<Aq-sfg>, , aire-tharraingich<Aq-sfd>, , , "
"aireach<Aq-s>, , airiche<Apc>, , , , aireach<Aq-p>, , airich<Aq-smg>, , airiche<Aq-sfg>, , airich<Aq-sfd>, , , "
"aireachail<Aq-s>, , aireachaile<Apc>, , , , aireachail<Aq-p>, , aireachail<Aq-smg>, , aireachaile<Aq-sfg>, , aireachail<Aq-sfd>, , , "
"àireamhach<Aq-s>, , àireamhaiche<Apc>, , , , àireamhach<Aq-p>, , àireamhaich<Aq-smg>, , àireamhaiche<Aq-sfg>, , àireamhaich<Aq-sfd>, , , "
"àireamhachail<Aq-s>, àirmheachail<Aq-s>, , àireamhachaile<Apc>, àirmheachaile<Apc>, , , , àireamhachail<Aq-p>, àirmheachail<Aq-p>, , àireamhachail<Aq-smg>, àirmheachail<Aq-smg>, , àireamhachaile<Aq-sfg>, àirmheachaile<Aq-sfg>, , àireamhachail<Aq-sfd>, àirmheachail<Aq-sfd>, , , "
"àireamhaichte<Aq-s>, , àireamhaichte<Apc>, , , , àireamhaichte<Aq-p>, , àireamhaichte<Aq-smg>, , àireamhaichte<Aq-sfg>, , àireamhaichte<Aq-sfd>, , , "
"àireamhail<Aq-s>, , , , , , àireamhail<Aq-p>, , àireamhail<Aq-smg>, , àireamhaile<Aq-sfg>, , àireamhail<Aq-sfd>, , , "
"aireil<Aq-s>, , aireile<Apc>, , , , aireil<Aq-p>, , aireil<Aq-smg>, , aireile<Aq-sfg>, , aireil<Aq-sfd>, , , "
"airg-bhraiteach<Aq-s>, , airg-bhraitiche<Apc>, , , , airg-bhraiteach<Aq-p>, , airg-bhraitich<Aq-smg>, , airg-bhraitiche<Aq-sfg>, , airg-bhraitich<Aq-sfd>, , , "
"airgeadach<Aq-s>, airgiodach<Aq-s>, , airgeadaiche<Apc>, airgiodaiche<Apc>, , , , airgeadach<Aq-p>, airgiodach<Aq-p>, , airgeadaich<Aq-smg>, airgiodaich<Aq-smg>, , airgeadaiche<Aq-sfg>, airgiodaiche<Aq-sfg>, , airgeadach<Aq-sfd>, airgiodach<Aq-sfd>, , , "
"àirichte<Aq-s>, , àirichte<Apc>, , , , àirichte<Aq-p>, , àirichte<Aq-smg>, , àirichte<Aq-sfg>, , àirichte<Aq-sfd>, , , "
"airidh<Aq-s>, , airidhe<Apc>, , airidhead<Aps>, , airidh<Aq-p>, , airidh<Aq-smg>, , airidhe<Aq-sfg>, , airidh<Aq-sfd>, , , "
"àirigheach<Aq-s>, , àirighiche<Apc>, , , , àirigheach<Aq-p>, , àirighich<Aq-smg>, , àirighiche<Aq-sfg>, , àirighich<Aq-sfd>, , , "
"àirleagach<Aq-s>, àirleacach<Aq-s>, , àirleagaiche<Apc>, àirleacaich<Apc>, , , , àirleagach<Aq-p>, àirleacach<Aq-p>, , àirleagaich<Aq-smg>, àirleacaich<Aq-smg>, , àirleagaiche<Aq-sfg>, àirleagaiche<Aq-sfg>, , àirleagaich<Aq-sfd>, àirleacaich<Aq-sfd>, , , "
"Airmeineach<Aq-s>, , Airmeiniche<Apc>, , , , Airmeineach<Aq-p>, , Airmeinich<Aq-smg>, , Airmeiniche<Aq-sfg>, , Airmeinich<Aq-sfd>, , , "
"àirn-sgrùdach<Aq-s>, , àirn-sgrùdaiche<Apc>, , , , àirn-sgrùdach<Aq-p>, , àirn-sgrùdaich<Aq-smg>, , àirn-sgrùdaiche<Aq-sfg>, , àirn-sgrùdaich<Aq-sfd>, , , "
"àirneach<Aq-s>, , àirniche<Apc>, , , , àirneach<Aq-p>, , àirnich<Aq-smg>, , àirniche<Aq-sfg>, , àirnich<Aq-sfd>, , , "
"àirneach<Aq-s>, , àirniche<Apc>, , , , àirneach<Aq-p>, , àirnich<Aq-smg>, , àirniche<Aq-sfg>, , àirnich<Aq-sfd>, , , "
"àirneiseach<Aq-s>, , àirneisiche<Apc>, , , , àirneiseach<Aq-p>, , àirneisich<Aq-smg>, , àirneisiche<Aq-sfg>, , àirneisich<Aq-sfd>, , , "
"àirseachail<Aq-s>, , àirseachaile<Apc>, , , , àirseachail<Aq-p>, , àirseachail<Aq-smg>, , àirseachaile<Aq-sfg>, , àirseachail<Aq-sfd>, , , "
"airtéiseach<Aq-s>, artèsianach<Aq-s>, , airtéisiche<Apc>, artèsianaiche<Apc>, , , , airtéiseach<Aq-p>, artèsianach<Aq-p>, , airtéisich<Aq-smg>, artèsianaich<Aq-smg>, , airtéisiche<Aq-sfg>, artèsianaiche<Aq-sfg>, , airtéisich<Aq-sfd>, artèsianaich<Aq-sfd>, , , "
"airtnealach<Aq-s>, airsnealach<Aq-s>, airtealach<Aq-s>, airtneulach<Aq-s>, airsneulach<Aq-s>, , airtnealaiche<Apc>, airsnealaiche<Apc>, airtealaiche<Apc>, airtneulaiche<Apc>, airsneulaiche<Apc>, , , , airtnealach<Aq-p>, airsnealach<Aq-p>, airtealach<Aq-p>, airtneulach<Aq-p>, airsneulach<Aq-p>, , airtnealaich<Aq-smg>, airsnealaich<Aq-smg>, airtealaich<Aq-smg>, airtneulaich<Aq-smg>, airsneulaich<Aq-smg>, , airtnealaiche<Aq-sfg>, airsnealaiche<Aq-sfg>, airtealaiche<Aq-sfg>, airtneulaiche<Aq-sfg>, airsneulaiche<Aq-sfg>, , airtnealaich<Aq-sfd>, airsnealaich<Aq-sfd>, airtealaich<Aq-sfd>, airtneulaich<Aq-sfd>, airsneulaich<Aq-sfd>, , , "
"ais-cheumach<Aq-s>, , ais-cheumaiche<Apc>, , , , ais-cheumach<Aq-p>, , ais-cheumaich<Aq-smg>, , ais-cheumaiche<Aq-sfg>, , ais-cheumaich<Aq-sfd>, , , "
"ais-cheumnach<Aq-s>, , ais-cheumnaiche<Apc>, , , , ais-cheumnach<Aq-p>, , ais-cheumnaich<Aq-smg>, , ais-cheumnaiche<Aq-sfg>, , ais-cheumnaich<Aq-sfd>, , , "
"ais-ghabhalach<Aq-s>, , ais-ghabhalaiche<Apc>, , , , ais-ghabhalach<Aq-p>, , ais-ghabhalaich<Aq-smg>, , ais-ghabhalaiche<Aq-sfg>, , ais-ghabhalaich<Aq-sfd>, , , "
"ais-lùbaidh<Aq-s>, , ais-lùbaidhe<Apc>, , , , ais-lùbaidh<Aq-p>, , ais-lùbaidh<Aq-smg>, , ais-lùbaidhe<Aq-sfg>, , ais-lùbaidh<Aq-sfd>, , , "
"ais-sheallach<Aq-s>, , ais-sheallaiche<Apc>, , , , ais-sheallach<Aq-p>, , ais-sheallaich<Aq-smg>, , ais-sheallaiche<Aq-sfg>, , ais-sheallaich<Aq-sfd>, , , "
"ais-thionndaichte<Aq-s>, , ais-thionndaichte<Apc>, , , , ais-thionndaichte<Aq-p>, , ais-thionndaichte<Aq-smg>, , ais-thionndaichte<Aq-sfg>, , ais-thionndaichte<Aq-sfd>, , , "
"aisealach<Aq-s>, , aisealaiche<Apc>, , , , aisealach<Aq-p>, , aisealaich<Aq-smg>, , aisealaiche<Aq-sfg>, , aisealaich<Aq-sfd>, , , "
"Àisianach<Aq-s>, , Àisianaiche<Apc>, , , , Àisianach<Aq-p>, , Àisianaich<Aq-smg>, , Àisianaiche<Aq-sfg>, , Àisianaich<Aq-sfd>, , , "
"aisigeach<Aq-s>, , aisigiche<Apc>, , , , aisigeach<Aq-p>, , aisigich<Aq-smg>, , aisigiche<Aq-sfg>, , aisigich<Aq-sfd>, , , "
"aisigte<Aq-s>, , aisigte<Apc>, , , , aisigte<Aq-p>, , aisigte<Aq-smg>, , aisigte<Aq-sfg>, , aisigte<Aq-sfd>, , , "
"aisimeadrach<Aq-s>, aisimeatrach<Aq-s>, , aisimeadraiche<Apc>, aisimeatraiche<Apc>, , , , aisimeadrach<Aq-p>, aisimeatrach<Aq-p>, , aisimeadraich<Aq-smg>, aisimeatraich<Aq-smg>, , aisimeadraiche<Aq-sfg>, aisimeatraiche<Aq-sfg>, , aisimeadraich<Aq-sfd>, aisimeatraich<Aq-sfd>, , , "
"aislingeach<Aq-s>, , aislingiche<Apc>, , , , aislingeach<Aq-p>, , aislingich<Aq-smg>, , aislingiche<Aq-sfg>, , aislingich<Aq-sfd>, , , "
"aisneach<Aq-s>, , aisniche<Apc>, , , , aisneach<Aq-p>, , aisnich<Aq-smg>, , aisniche<Aq-sfg>, , aisnich<Aq-sfd>, , , "
"aistreach<Aq-s>, , aistriche<Apc>, , , , aistreach<Aq-p>, , aistrich<Aq-smg>, , aistriche<Aq-sfg>, , aistrich<Aq-sfd>, , , "
"ait<Aq-s>, , aite<Apc>, , , , aite<Aq-p>, , ait<Aq-smg>, , aite<Aq-sfg>, , ait<Aq-sfd>, , , "
"aiteach<Aq-s>, , aitiche<Apc>, , , , aiteach<Aq-p>, , aitich<Aq-smg>, , aitiche<Aq-sfg>, , aitich<Aq-sfd>, , , "
"àiteachail<Aq-s>, , àiteachaile<Apc>, , , , àiteachail<Aq-p>, , àiteachail<Aq-smg>, , àiteachaile<Aq-sfg>, , àiteachail<Aq-sfd>, , , "
"aiteannach<Aq-s>, , aiteannaiche<Apc>, , , , aiteannach<Aq-p>, , aiteannaich<Aq-smg>, , aiteannaiche<Aq-sfg>, , aiteannaich<Aq-sfd>, , , "
"aitearach<Aq-s>, , aitearaiche<Apc>, , , , aitearach<Aq-p>, , aitearaich<Aq-smg>, , aitearaiche<Aq-sfg>, , aitearaich<Aq-sfd>, , , "
"aiteasach<Aq-s>, , aiteasaiche<Apc>, , , , aiteasach<Aq-p>, , aiteasaich<Aq-smg>, , aiteasaiche<Aq-sfg>, , aiteasaich<Aq-sfd>, , , "
"aitgheal<Aq-s>, , aitghile<Apc>, , , , aitgheal<Aq-p>, , aitghil<Aq-smg>, , aitghile<Aq-sfg>, , aitghil<Aq-sfd>, , , "
"aithghearr<Aq-s>, aith-ghearr<Aq-s>, , aithghearra<Apc>, aith-ghearra<Apc>, , , , aithghearr<Aq-p>, aith-ghearr<Aq-p>, , aithghearr<Aq-smg>, aith-ghearr<Aq-smg>, , aithghearr<Aq-sfg>, aith-ghearr<Aq-sfg>, , aithghearr<Aq-sfd>, aith-ghearr<Aq-sfd>, , , "
"aithghearrach<Aq-s>, , aithghearraiche<Apc>, , , , aithghearrach<Aq-p>, , aithghearraich<Aq-smg>, , aithghearraiche<Aq-sfg>, , aithghearraich<Aq-sfd>, , , "
"aithinneach<Aq-s>, , aithinniche<Apc>, , , , aithinneach<Aq-p>, , aithinnich<Aq-smg>, , aithinniche<Aq-sfg>, , aithinnich<Aq-sfd>, , , "
"àithneach<Aq-s>, àineach<Aq-s>, , àithniche<Apc>, àiniche<Apc>, , , , àithneach<Aq-p>, àineach<Aq-p>, , àithnich<Aq-smg>, àinich<Aq-smg>, , àithniche<Aq-sfg>, àiniche<Aq-sfg>, , àithnich<Aq-sfd>, àinich<Aq-sfd>, , , "
"aithnichte<Aq-s>, , aithnichte<Apc>, , , , aithnichte<Aq-p>, , aithnichte<Aq-smg>, , aithnichte<Aq-sfg>, , aithnichte<Aq-sfd>, , , "
"aithreach<Aq-s>, , aithriche<Apc>, aithreiche<Apc>, , , , aithreach<Aq-p>, , aithrich<Aq-smg>, aithreich<Aq-smg>, , aithriche<Aq-sfg>, aithreiche<Aq-sfg>, , aithrich<Aq-sfd>, aithreich<Aq-sfd>, , , "
"aithreachail<Aq-s>, , aithreachaile<Apc>, , , , aithreachail<Aq-p>, , aithreachail<Aq-smg>, , aithreachaile<Aq-sfg>, , aithreachail<Aq-sfd>, , , "
"aithriseach<Aq-s>, airiseach<Aq-s>, , aithrisiche<Apc>, airisiche<Apc>, , , , aithriseach<Aq-p>, airiseach<Aq-p>, , aithrisich<Aq-smg>, airisich<Aq-smg>, , aithrisiche<Aq-sfg>, airisiche<Aq-sfg>, , aithrisich<Aq-sfd>, airisich<Aq-sfd>, , , "
"àitichte<Aq-s>, , àitichte<Apc>, , , , àitichte<Aq-p>, , àitichte<Aq-smg>, , àitichte<Aq-sfg>, , àitichte<Aq-sfd>, , , "
"aitidh<Aq-s>, , aitidhe<Apc>, , , , aitidh<Aq-p>, , aitidh<Aq-smg>, , aitidhe<Aq-sfg>, , aitidh<Aq-sfd>, , , "
"aitneach<Aq-s>, , aitniche<Apc>, , , , aitneach<Aq-p>, , aitnich<Aq-smg>, , aitniche<Aq-sfg>, , aitnich<Aq-sfd>, , , "
"àlach<Aq-s>, , àlaiche<Apc>, , , , àlach<Aq-p>, , àlaich<Aq-smg>, , àlaiche<Aq-sfg>, , àlaich<Aq-sfd>, , , "
"aladh<Aq-s>, , alaidhe<Apc>, , , , aladh<Aq-p>, , alaidh<Aq-smg>, , alaidhe<Aq-sfg>, , alaidh<Aq-sfd>, , , "
